collected_at,location_name,congestion_status_raw,congestion_level_3class,label_num,hour,day_of_week,month,is_weekend,is_peak_hour,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3,target_1h,target_1h_num
2026-05-11 00:28:21,Children's Grand Park,여유,Low,0,0,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 01:33:21,Children's Grand Park,여유,Low,0,1,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 02:34:47,Children's Grand Park,여유,Low,0,2,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 03:37:26,Children's Grand Park,여유,Low,0,3,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 04:44:49,Children's Grand Park,여유,Low,0,4,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 05:34:11,Children's Grand Park,여유,Low,0,5,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 06:31:04,Children's Grand Park,여유,Low,0,6,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 07:27:51,Children's Grand Park,여유,Low,0,7,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 08:33:19,Children's Grand Park,여유,Low,0,8,Monday,5,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 10:29:23,Children's Grand Park,여유,Low,0,10,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 14:42:42,Children's Grand Park,여유,Low,0,14,Monday,5,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 17:50:22,Children's Grand Park,여유,Low,0,17,Monday,5,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-11 20:54:25,Children's Grand Park,여유,Low,0,20,Monday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 00:34:05,Children's Grand Park,여유,Low,0,0,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 02:35:42,Children's Grand Park,여유,Low,0,2,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 04:19:01,Children's Grand Park,여유,Low,0,4,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 05:57:16,Children's Grand Park,여유,Low,0,5,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 09:15:34,Children's Grand Park,여유,Low,0,9,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 13:11:59,Children's Grand Park,여유,Low,0,13,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 16:20:56,Children's Grand Park,여유,Low,0,16,Tuesday,5,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 19:02:46,Children's Grand Park,여유,Low,0,19,Tuesday,5,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 21:08:32,Children's Grand Park,여유,Low,0,21,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-05-12 23:49:24,Children's Grand Park,여유,Low,0,23,Tuesday,5,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-21 02:42:02,Gwanghwamun-Deoksugung,여유,Low,0,2,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-21 02:48:55,Gwanghwamun-Deoksugung,여유,Low,0,2,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-21 21:49:02,Gwanghwamun-Deoksugung,여유,Low,0,21,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-21 22:49:03,Gwanghwamun-Deoksugung,여유,Low,0,22,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-21 23:48:56,Gwanghwamun-Deoksugung,여유,Low,0,23,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-23 03:28:45,Gwanghwamun-Deoksugung,약간 붐빔,High,2,3,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-23 04:20:00,Gwanghwamun-Deoksugung,약간 붐빔,High,2,4,Monday,3,0,0,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,High,2.0
2026-03-23 11:17:14,Gwanghwamun-Deoksugung,약간 붐빔,High,2,11,Monday,3,0,0,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,High,2.0
2026-03-23 13:38:19,Gwanghwamun-Deoksugung,약간 붐빔,High,2,13,Monday,3,0,0,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-23 19:38:52,Gwanghwamun-Deoksugung,약간 붐빔,High,2,19,Monday,3,0,1,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-23 23:46:35,Gwanghwamun-Deoksugung,약간 붐빔,High,2,23,Monday,3,0,0,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-24 03:07:59,Gwanghwamun-Deoksugung,약간 붐빔,High,2,3,Tuesday,3,0,0,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-24 05:08:42,Gwanghwamun-Deoksugung,약간 붐빔,High,2,5,Tuesday,3,0,0,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-24 06:59:39,Gwanghwamun-Deoksugung,약간 붐빔,High,2,6,Tuesday,3,0,0,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-24 08:57:09,Gwanghwamun-Deoksugung,약간 붐빔,High,2,8,Tuesday,3,0,1,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-24 14:39:41,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Tuesday,3,0,1,2.0,2.0,2.0,2.0,0.0,High,2.0
2026-03-24 18:41:49,Gwanghwamun-Deoksugung,붐빔,High,2,18,Tuesday,3,0,1,2.0,2.0,2.0,2.0,0.0,Low,0.0
2026-03-24 21:08:51,Gwanghwamun-Deoksugung,여유,Low,0,21,Tuesday,3,0,0,2.0,2.0,2.0,2.0,0.0,Low,0.0
2026-03-25 02:25:12,Gwanghwamun-Deoksugung,여유,Low,0,2,Wednesday,3,0,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-03-25 04:43:25,Gwanghwamun-Deoksugung,여유,Low,0,4,Wednesday,3,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-25 06:55:30,Gwanghwamun-Deoksugung,여유,Low,0,6,Wednesday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-25 08:05:21,Gwanghwamun-Deoksugung,여유,Low,0,8,Wednesday,3,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-03-25 09:01:25,Gwanghwamun-Deoksugung,보통,Medium,1,9,Wednesday,3,0,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-25 14:23:08,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Wednesday,3,0,1,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,High,2.0
2026-03-25 17:03:34,Gwanghwamun-Deoksugung,약간 붐빔,High,2,17,Wednesday,3,0,1,2.0,1.0,0.0,1.0,1.0,Medium,1.0
2026-03-25 19:35:53,Gwanghwamun-Deoksugung,보통,Medium,1,19,Wednesday,3,0,1,2.0,2.0,1.0,1.6666666666666667,0.5773502691896257,Low,0.0
2026-03-25 21:07:55,Gwanghwamun-Deoksugung,여유,Low,0,21,Wednesday,3,0,0,1.0,2.0,2.0,1.6666666666666667,0.5773502691896258,Low,0.0
2026-03-25 23:23:02,Gwanghwamun-Deoksugung,여유,Low,0,23,Wednesday,3,0,0,0.0,1.0,2.0,1.0,1.0,Low,0.0
2026-03-26 01:22:00,Gwanghwamun-Deoksugung,여유,Low,0,1,Thursday,3,0,0,0.0,0.0,1.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-03-26 04:31:20,Gwanghwamun-Deoksugung,여유,Low,0,4,Thursday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-26 06:07:42,Gwanghwamun-Deoksugung,여유,Low,0,6,Thursday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-26 08:04:35,Gwanghwamun-Deoksugung,여유,Low,0,8,Thursday,3,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-03-26 09:05:38,Gwanghwamun-Deoksugung,보통,Medium,1,9,Thursday,3,0,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-26 10:59:25,Gwanghwamun-Deoksugung,약간 붐빔,High,2,10,Thursday,3,0,0,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,High,2.0
2026-03-26 14:54:21,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Thursday,3,0,1,2.0,1.0,0.0,1.0,1.0,High,2.0
2026-03-26 18:46:24,Gwanghwamun-Deoksugung,약간 붐빔,High,2,18,Thursday,3,0,1,2.0,2.0,1.0,1.6666666666666667,0.5773502691896257,Low,0.0
2026-03-26 21:06:24,Gwanghwamun-Deoksugung,여유,Low,0,21,Thursday,3,0,0,2.0,2.0,2.0,2.0,0.0,Low,0.0
2026-03-27 01:21:50,Gwanghwamun-Deoksugung,여유,Low,0,1,Friday,3,0,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-03-27 04:46:49,Gwanghwamun-Deoksugung,여유,Low,0,4,Friday,3,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-27 06:05:52,Gwanghwamun-Deoksugung,여유,Low,0,6,Friday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-27 08:01:35,Gwanghwamun-Deoksugung,여유,Low,0,8,Friday,3,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-03-27 09:03:43,Gwanghwamun-Deoksugung,보통,Medium,1,9,Friday,3,0,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-27 14:54:27,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Friday,3,0,1,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,High,2.0
2026-03-27 17:10:44,Gwanghwamun-Deoksugung,약간 붐빔,High,2,17,Friday,3,0,1,2.0,1.0,0.0,1.0,1.0,Low,0.0
2026-03-27 20:10:31,Gwanghwamun-Deoksugung,여유,Low,0,20,Friday,3,0,0,2.0,2.0,1.0,1.6666666666666667,0.5773502691896257,Low,0.0
2026-03-27 23:39:45,Gwanghwamun-Deoksugung,여유,Low,0,23,Friday,3,0,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-03-28 02:39:56,Gwanghwamun-Deoksugung,여유,Low,0,2,Saturday,3,1,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-28 04:54:12,Gwanghwamun-Deoksugung,여유,Low,0,4,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-28 06:54:23,Gwanghwamun-Deoksugung,여유,Low,0,6,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-28 08:47:53,Gwanghwamun-Deoksugung,여유,Low,0,8,Saturday,3,1,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-28 14:15:08,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Saturday,3,1,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-03-28 16:52:03,Gwanghwamun-Deoksugung,보통,Medium,1,16,Saturday,3,1,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-28 18:55:43,Gwanghwamun-Deoksugung,여유,Low,0,18,Saturday,3,1,1,1.0,2.0,0.0,1.0,1.0,Low,0.0
2026-03-28 20:04:45,Gwanghwamun-Deoksugung,여유,Low,0,20,Saturday,3,1,0,0.0,1.0,2.0,1.0,1.0,Low,0.0
2026-03-28 23:05:09,Gwanghwamun-Deoksugung,여유,Low,0,23,Saturday,3,1,0,0.0,0.0,1.0,0.3333333333333333,0.577350269189626,Low,0.0
2026-03-29 00:05:43,Gwanghwamun-Deoksugung,여유,Low,0,0,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 01:03:26,Gwanghwamun-Deoksugung,여유,Low,0,1,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 02:50:53,Gwanghwamun-Deoksugung,여유,Low,0,2,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 04:27:09,Gwanghwamun-Deoksugung,여유,Low,0,4,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 05:03:31,Gwanghwamun-Deoksugung,여유,Low,0,5,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 06:03:56,Gwanghwamun-Deoksugung,여유,Low,0,6,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 08:03:59,Gwanghwamun-Deoksugung,여유,Low,0,8,Sunday,3,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 09:02:29,Gwanghwamun-Deoksugung,여유,Low,0,9,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 14:56:37,Gwanghwamun-Deoksugung,여유,Low,0,14,Sunday,3,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 17:04:14,Gwanghwamun-Deoksugung,여유,Low,0,17,Sunday,3,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 19:00:12,Gwanghwamun-Deoksugung,여유,Low,0,19,Sunday,3,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 20:44:48,Gwanghwamun-Deoksugung,여유,Low,0,20,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 23:04:25,Gwanghwamun-Deoksugung,여유,Low,0,23,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 00:49:48,Gwanghwamun-Deoksugung,여유,Low,0,0,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 02:04:54,Gwanghwamun-Deoksugung,여유,Low,0,2,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 03:03:43,Gwanghwamun-Deoksugung,여유,Low,0,3,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 04:52:10,Gwanghwamun-Deoksugung,여유,Low,0,4,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 06:02:59,Gwanghwamun-Deoksugung,여유,Low,0,6,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 07:04:03,Gwanghwamun-Deoksugung,여유,Low,0,7,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 08:50:57,Gwanghwamun-Deoksugung,여유,Low,0,8,Monday,3,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-30 15:17:53,Gwanghwamun-Deoksugung,약간 붐빔,High,2,15,Monday,3,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 19:47:59,Gwanghwamun-Deoksugung,여유,Low,0,19,Monday,3,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-30 23:53:52,Gwanghwamun-Deoksugung,여유,Low,0,23,Monday,3,0,0,0.0,2.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-31 03:09:41,Gwanghwamun-Deoksugung,여유,Low,0,3,Tuesday,3,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-31 05:08:44,Gwanghwamun-Deoksugung,여유,Low,0,5,Tuesday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-31 07:06:59,Gwanghwamun-Deoksugung,여유,Low,0,7,Tuesday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-31 08:55:30,Gwanghwamun-Deoksugung,여유,Low,0,8,Tuesday,3,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-31 14:59:54,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Tuesday,3,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-31 18:48:42,Gwanghwamun-Deoksugung,약간 붐빔,High,2,18,Tuesday,3,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-31 21:06:02,Gwanghwamun-Deoksugung,여유,Low,0,21,Tuesday,3,0,0,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-01 00:55:20,Gwanghwamun-Deoksugung,여유,Low,0,0,Wednesday,4,0,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-01 04:41:05,Gwanghwamun-Deoksugung,여유,Low,0,4,Wednesday,4,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-01 06:58:21,Gwanghwamun-Deoksugung,여유,Low,0,6,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-01 08:53:15,Gwanghwamun-Deoksugung,여유,Low,0,8,Wednesday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-01 15:14:02,Gwanghwamun-Deoksugung,약간 붐빔,High,2,15,Wednesday,4,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-04-01 19:16:25,Gwanghwamun-Deoksugung,보통,Medium,1,19,Wednesday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-01 23:52:31,Gwanghwamun-Deoksugung,여유,Low,0,23,Wednesday,4,0,0,1.0,2.0,0.0,1.0,1.0,Low,0.0
2026-04-02 02:39:52,Gwanghwamun-Deoksugung,여유,Low,0,2,Thursday,4,0,0,0.0,1.0,2.0,1.0,1.0,Low,0.0
2026-04-02 05:06:58,Gwanghwamun-Deoksugung,여유,Low,0,5,Thursday,4,0,0,0.0,0.0,1.0,0.3333333333333333,0.577350269189626,Low,0.0
2026-04-02 07:05:19,Gwanghwamun-Deoksugung,여유,Low,0,7,Thursday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-02 08:52:44,Gwanghwamun-Deoksugung,여유,Low,0,8,Thursday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-02 14:51:15,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Thursday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-02 18:40:20,Gwanghwamun-Deoksugung,붐빔,High,2,18,Thursday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-02 21:04:02,Gwanghwamun-Deoksugung,여유,Low,0,21,Thursday,4,0,0,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-03 00:40:32,Gwanghwamun-Deoksugung,여유,Low,0,0,Friday,4,0,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-03 03:08:19,Gwanghwamun-Deoksugung,여유,Low,0,3,Friday,4,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-03 05:02:44,Gwanghwamun-Deoksugung,여유,Low,0,5,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-03 06:56:41,Gwanghwamun-Deoksugung,여유,Low,0,6,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-03 08:52:58,Gwanghwamun-Deoksugung,여유,Low,0,8,Friday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-03 14:52:04,Gwanghwamun-Deoksugung,약간 붐빔,High,2,14,Friday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-03 17:36:26,Gwanghwamun-Deoksugung,약간 붐빔,High,2,17,Friday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-03 20:07:33,Gwanghwamun-Deoksugung,여유,Low,0,20,Friday,4,0,0,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-03 23:09:01,Gwanghwamun-Deoksugung,여유,Low,0,23,Friday,4,0,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-04 01:04:37,Gwanghwamun-Deoksugung,여유,Low,0,1,Saturday,4,1,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-04 02:56:17,Gwanghwamun-Deoksugung,여유,Low,0,2,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 04:57:11,Gwanghwamun-Deoksugung,여유,Low,0,4,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 06:53:00,Gwanghwamun-Deoksugung,여유,Low,0,6,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 08:05:58,Gwanghwamun-Deoksugung,여유,Low,0,8,Saturday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 09:04:00,Gwanghwamun-Deoksugung,여유,Low,0,9,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 14:16:59,Gwanghwamun-Deoksugung,여유,Low,0,14,Saturday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 16:55:41,Gwanghwamun-Deoksugung,여유,Low,0,16,Saturday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 19:01:16,Gwanghwamun-Deoksugung,여유,Low,0,19,Saturday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 20:44:30,Gwanghwamun-Deoksugung,여유,Low,0,20,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 23:03:57,Gwanghwamun-Deoksugung,여유,Low,0,23,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 00:06:04,Gwanghwamun-Deoksugung,여유,Low,0,0,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 01:02:47,Gwanghwamun-Deoksugung,여유,Low,0,1,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 02:51:30,Gwanghwamun-Deoksugung,여유,Low,0,2,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 04:45:11,Gwanghwamun-Deoksugung,여유,Low,0,4,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 06:02:39,Gwanghwamun-Deoksugung,여유,Low,0,6,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 08:05:04,Gwanghwamun-Deoksugung,여유,Low,0,8,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 09:03:03,Gwanghwamun-Deoksugung,여유,Low,0,9,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 14:58:11,Gwanghwamun-Deoksugung,여유,Low,0,14,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 17:06:07,Gwanghwamun-Deoksugung,여유,Low,0,17,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 19:04:02,Gwanghwamun-Deoksugung,여유,Low,0,19,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 20:46:58,Gwanghwamun-Deoksugung,여유,Low,0,20,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 23:04:34,Gwanghwamun-Deoksugung,여유,Low,0,23,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 00:50:30,Gwanghwamun-Deoksugung,여유,Low,0,0,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 02:19:15,Gwanghwamun-Deoksugung,여유,Low,0,2,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 04:25:06,Gwanghwamun-Deoksugung,여유,Low,0,4,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 06:02:14,Gwanghwamun-Deoksugung,여유,Low,0,6,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 07:01:06,Gwanghwamun-Deoksugung,여유,Low,0,7,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 08:52:47,Gwanghwamun-Deoksugung,여유,Low,0,8,Monday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-06 15:18:49,Gwanghwamun-Deoksugung,약간 붐빔,High,2,15,Monday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 19:37:04,Gwanghwamun-Deoksugung,여유,Low,0,19,Monday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-06 23:16:03,Gwanghwamun-Deoksugung,여유,Low,0,23,Monday,4,0,0,0.0,2.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-07 02:11:49,Gwanghwamun-Deoksugung,여유,Low,0,2,Tuesday,4,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-07 04:58:11,Gwanghwamun-Deoksugung,여유,Low,0,4,Tuesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-07 06:55:01,Gwanghwamun-Deoksugung,여유,Low,0,6,Tuesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-07 08:54:51,Gwanghwamun-Deoksugung,여유,Low,0,8,Tuesday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-07 15:06:52,Gwanghwamun-Deoksugung,약간 붐빔,High,2,15,Tuesday,4,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-04-07 18:55:12,Gwanghwamun-Deoksugung,보통,Medium,1,18,Tuesday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-07 21:11:16,Gwanghwamun-Deoksugung,여유,Low,0,21,Tuesday,4,0,0,1.0,2.0,0.0,1.0,1.0,Low,0.0
2026-04-08 01:18:48,Gwanghwamun-Deoksugung,여유,Low,0,1,Wednesday,4,0,0,0.0,1.0,2.0,1.0,1.0,Low,0.0
2026-04-08 04:46:21,Gwanghwamun-Deoksugung,여유,Low,0,4,Wednesday,4,0,0,0.0,0.0,1.0,0.3333333333333333,0.577350269189626,Low,0.0
2026-04-08 07:02:04,Gwanghwamun-Deoksugung,여유,Low,0,7,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-08 09:01:04,Gwanghwamun-Deoksugung,여유,Low,0,9,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-08 15:08:36,Gwanghwamun-Deoksugung,약간 붐빔,High,2,15,Wednesday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-08 18:55:17,Gwanghwamun-Deoksugung,약간 붐빔,High,2,18,Wednesday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
